gene	expr	reptime	hic
STK32B	11.10638478	0.53	12
STK32C	11.90918163	0.35	4
STK33	12.65777227	0.51	13
STK35	13.13236519	0.54	32
STK36	13.84856422	0.17	43
STK38	13.75601318	0.15	37
STK38L	13.22794247	0.36	37
STK39	11.8143773	0.81	-1
STK4	13.7517504	0.27	42
STK40	13.36443545	0.21	28
STMN1	13.59415042	0.19	31
STMN2	11.90134614	0.52	-12
STMN3	13.90617816	0.18	54
STMN4	12.7952833	0.6	6
STMND1	12.71808451	0.55	23.55
STOM	13.27157273	0.32	39
STOML1	12.73010567	0.34	34
STOML2	13.75944907	0.35	41
STOML3	12.10999667	0.81	-2
STON1	11.55564382	0.69	-3.08
STON1-GTF2A1L	11.22636277	0.72	-3
STON2	12.22257572	0.38	-1
STOX1	13.72878859	0.22	43
STOX2	12.03792023	0.43	-14
STPG1	13.52601484	0.2	26
STPG2	11.14539178	0.82	-24
STRA6	13.18130941	0.22	45
STRA8	12.96166397	0.59	40
STRADA	13.90866387	0.28	10
STRADB	13.05636032	0.44	26
STRAP	12.68745504	0.52	22
STRBP	12.74068706	0.41	29
STRC	13.5725966	0.24	44
STRIP1	13.40077511	0.22	29
STRIP2	13.34708169	0.29	38
STRN	13.27102646	0.34	29.87
STRN3	12.97460323	0.35	14
STRN4	13.96977895	0.22	36
STT3A	12.87664952	0.58	23
STT3B	12.50824547	0.55	-4
STUB1	14.0043028	0.19	33
STX10	14.48254423	0.22	41
STX11	12.60785097	0.35	23
STX12	13.49554631	0.2	30
STX16	13.84214957	0.5	15
STX17	12.40650422	0.53	14
STX18	11.85428574	0.58	44
STX19	11.35661078	0.77	-18
STX1A	13.89437996	0.21	54
STX1B	14.15069125	0.21	40
STX2	12.29576252	0.5	-19
STX3	12.88915181	0.41	8
STX4	14.15069125	0.23	40
STX5	14.69310578	0.21	44
STX6	12.28990355	0.33	22
STX7	12.10593734	0.64	12
STX8	11.34637489	0.57	-10
STXBP1	13.83046912	0.18	40
STXBP2	13.44224445	0.2	31
STXBP3	13.55708562	0.21	9
STXBP4	11.79355271	0.76	-50
STXBP5	11.46160059	0.47	-5
STXBP5L	12.6732034	0.64	-8
STXBP6	12.46649271	0.71	-3
STYK1	12.92042343	0.43	0
STYX	12.64747423	0.21	19
STYXL1	13.88580591	0.22	49
SUB1	13.09793748	0.43	22
SUCLA2	12.68509486	0.6	35
SUCLG1	12.5890774	0.65	-17
SUCLG2	11.11134281	0.79	7
SUCNR1	12.20841989	0.48	2
SUCO	11.6644613	0.45	10
SUDS3	13.36250563	0.78	32
SUFU	13.67904458	0.17	36
SUGP1	13.74368905	0.21	10
SUGP2	14.09843433	0.2	24
SUGT1	12.63545608	0.47	26
SULF1	11.83068077	0.58	-19
SULF2	12.49248391	0.44	41
SULT1A1	13.94763997	0.25	53
SULT1A2	13.94763997	0.25	53
SULT1A3	12.72128049	0.16	22.81
SULT1A4	14.46051736	0	52
SULT1B1	9.579694593	0.85	1
SULT1C3	12.77880771	0.65	-17
SULT1C4	12.7978292	0.48	-10
SULT1E1	9.183482918	0.84	4
SULT2A1	13.68917152	0.34	39
SULT2B1	14.27951372	0.21	33
SULT4A1	11.96796138	0.47	13
SULT6B1	13.20994009	0.27	35
SUMF1	11.9518189	0.46	10
SUMF2	13.51213939	0.64	4
SUMO1	12.82641255	0.25	41
SUMO2	14.22887174	0.16	25
SUMO3	13.44527841	0.3	62
SUMO4	13.14282042	0.18	15.23
SUN1	13.37383779	0.35	29
SUN2	14.071438	0.26	73
SUN3	11.900661	0.44	21
SUN5	13.04163477	0.38	40
SUOX	14.5480693	0.22	31
SUPT16H	13.47855981	0.26	38
SUPT20H	12.02240819	0.63	23
SUPT3H	11.13416558	0.62	4
SUPT4H1	13.56978264	0.4	22
SUPT5H	14.15961431	0.23	39
SUPT6H	14.33040868	0.22	36
SUPT7L	13.99120521	0.31	43
SUPV3L1	13.50410803	0.14	40
SURF1	14.41867012	0.42	28
SURF2	14.41867012	0.42	28
SURF4	14.41867012	0.42	28
SURF6	14.42888862	0.42	36
SUSD1	13.19266339	0.14	32
SUSD2	13.5198998	0.2	44
SUSD3	13.13215528	0.45	61
SUSD4	13.04851876	0.51	-4
SUSD5	13.11540724	0.26	21
SUV39H2	12.45180318	0.31	38
SUZ12	13.48317695	0.3	27
SV2A	13.59108494	0.51	17
SV2B	13.03334198	0.42	1
SV2C	12.05041834	0.74	16
SVEP1	12.26286877	0.33	1
SVIL	11.84178307	0.46	1
SVIP	10.86063228	0.84	2
SVOP	13.26199662	0.29	32
SVOPL	12.45426777	0.52	9
SWAP70	13.20941409	0.17	25
SWI5	14.41073339	0.2	46
SWSAP1	14.14174413	0.2	31
SWT1	12.71862977	0.5	-7
SYBU	11.80507255	0.62	11
SYCE1L	12.53388714	0.78	3.2
SYCE2	14.4503976	0.22	40
SYCE3	13.19658252	0.21	20.14
SYCN	14.31751479	0.29	26
SYCP1	13.30658147	0.53	2
SYCP2	11.20463244	0.76	-30
SYCP2L	12.50591054	0.48	20
SYCP3	12.75032241	0.39	12
SYDE1	13.46406904	0.42	1
SYDE2	12.81496011	0.47	1
SYF2	13.32748144	0.46	36
SYK	11.74433079	0.58	32
SYMPK	13.69191139	0.2	39
SYN2	12.70902133	0.37	21
SYN3	12.46665841	0.37	-72
SYNC	14.18869418	0.14	34
SYNCRIP	12.88255422	0.38	14
SYNDIG1	12.09495671	0.82	-37
SYNDIG1L	13.31202956	0.37	45
SYNE1	11.27921377	0.53	3
SYNE2	13.17293291	0.37	41
SYNE3	12.21853467	0.48	32
SYNE4	13.80004457	0.3	21
SYNGAP1	14.16601319	0.23	31
SYNGR1	13.74568448	0.2	69
SYNGR2	13.17498809	0.22	27
SYNGR3	14.37358287	0.18	46
SYNGR4	14.20670769	0.21	36
SYNJ1	12.78083317	0.16	65
SYNJ2	13.07802479	0.2	44
SYNJ2BP	13.12046558	0.57	37
SYNM	12.51243171	0.21	-3
SYNPO	13.92856331	0.2	51
SYNPO2	12.49602215	0.59	2
SYNPO2L	13.85747078	0.15	43
SYNPR	11.93808208	0.83	-5
SYNRG	13.23491498	0.2	27
SYPL1	12.69807318	0.34	29
SYPL2	13.8701493	0.3	37
SYS1	13.82105416	0.23	36
SYT1	12.13804538	0.64	-21
SYT10	11.44214886	0.82	-41
SYT11	14.55575123	0.18	32
SYT12	14.31219567	0.17	47
SYT13	12.0622196	0.61	14
SYT14	12.31646399	0.5	-5
SYT15	12.0151845	0.25	20
SYT16	12.27982948	0.55	-6
SYT17	13.54976217	0.24	7
SYT2	13.2281494	0.44	34
SYT3	13.32534014	0.55	35
SYT4	8.36683531	0.86	-41
SYT5	13.85181934	0.2	-1
SYT6	13.54156175	0.57	13
SYT7	14.10799583	0.26	55
SYT8	13.72824533	0.42	33
SYT9	11.49081277	0.83	-3
SYTL1	13.69331355	0.16	30
SYTL2	12.77715388	0.46	1
SYTL3	13.31565455	0.25	51
SYVN1	15.00708512	0.17	50
SZRD1	13.57125189	0.18	42
SZT2	13.9001467	0.25	27
TAAR1	11.74286189	0.6	19
TAAR2	11.74286189	0.6	19
TAAR5	11.74286189	0.6	19
TAAR6	12.09046537	0.62	22
TAAR8	12.09046537	0.62	22
TAAR9	12.09046537	0.62	22
TAB1	13.6793013	0.23	73
TAB2	12.97490227	0.26	42
TAC1	12.74629589	0.81	-15
TAC3	14.52202894	0.2	41
TAC4	13.95716549	0.24	30
TACC1	13.34267252	0.35	35
TACC2	12.36067608	0.33	9
TACC3	13.67325782	0.35	39
TACO1	13.74789424	0.24	-1
TACR1	13.02123169	0.6	9
TACR2	13.46521948	0.23	50
TACR3	11.52863148	0.84	-24
TACSTD2	12.61575883	0.56	-5
TADA1	12.46286372	0.73	-7
TADA2A	13.16182637	0.16	25
TADA2B	13.03822496	0.26	70
TADA3	13.76817993	0.26	43
TAF11	13.91039337	0.24	24
TAF12	13.61274545	0.18	25
TAF13	13.80537234	0.22	18
TAF15	13.3375054	0.14	8
TAF1A	12.33728072	0.47	-2
TAF1B	13.72033467	0.2	43
TAF1C	13.27496257	0.32	12
TAF1D	12.57996796	0.53	23.26
TAF1L	13.24951219	0.3	5
TAF2	12.51450175	0.57	13
TAF3	12.14971391	0.51	-1
TAF4	13.59474418	0.46	-25
TAF4B	12.06184424	0.52	31
TAF5	13.20972019	0.12	45
TAF5L	12.60899452	0.23	15
TAF6	14.07711684	0.23	52
TAF6L	14.69310578	0.25	44
TAF7	13.5002572	0.64	-10
TAF8	13.10409553	0.21	35
TAF9	13.00604976	0.26	50
TAGAP	13.14058043	0.35	41
TAGLN	12.96319882	0.23	46
TAGLN2	13.59620214	0.31	7
TAGLN3	12.4787261	0.25	14
TAL1	12.80754304	0.37	3
TAL2	12.27894664	0.64	-2
TALDO1	14.39680732	0.18	48
TAMM41	12.34256403	0.38	35
TANC1	12.64992158	0.28	27
TANC2	13.56566491	0.37	-27
TANGO2	13.28302879	0.22	50
TANGO6	13.7381121	0.16	30
TANK	12.2404934	0.36	26
TAOK1	13.62053528	0.16	26
TAOK2	14.52764729	0.17	60
TAOK3	13.36260787	0.73	26
TAP1	14.04141589	0.42	26
TAP2	14.08803762	0.42	31
TAPBP	14.19185783	0.26	30
TAPBPL	14.80955535	0.2	50
TAPT1	12.01437931	0.51	29
TARBP1	12.72574403	0.24	15
TARBP2	14.27974948	0.19	55
TARDBP	13.4623779	0.27	33
TARM1	13.22796816	0.32	29.04
TARS	12.76399557	0.58	4
TARS2	14.24260016	0.16	43
TARSL2	12.44911294	0.44	2
TAS1R1	13.35058203	0.2	38
TAS1R2	13.3642329	0.49	25
TAS1R3	14.37169934	0.27	28
TAS2R1	12.76350033	0.74	-18
TAS2R10	12.91945373	0.52	12
TAS2R13	12.80436779	0.64	2
TAS2R14	12.80436779	0.64	2
TAS2R16	10.91421536	0.85	-23
TAS2R19	12.8089942	0.66	-2
TAS2R20	12.8089942	0.64	-2
TAS2R3	12.20867925	0.68	14
TAS2R30	12.82432385	0.62	4
TAS2R31	12.8089942	0.66	-2
TAS2R38	12.19660295	0.8	-6
TAS2R39	12.68033594	0.57	-9
TAS2R4	12.20867925	0.68	14
TAS2R40	12.84764755	0.57	14
TAS2R41	12.8246579	0.38	1
TAS2R42	12.64975797	0.62	7
TAS2R43	12.82432385	0.66	4
TAS2R46	12.82432385	0.66	4
TAS2R5	12.20867925	0.68	14
TAS2R50	12.8089942	0.64	-2
TAS2R60	12.8246579	0.38	1
TAS2R7	12.91945373	0.46	12
TAS2R8	12.91945373	0.49	12
TAS2R9	12.91945373	0.52	12
TASP1	11.7043967	0.71	-26
TAT	13.00951937	0.53	10
TATDN1	13.03101753	0.48	44
TATDN2	13.51915363	0.22	53
TATDN3	12.71168169	0.4	22
TAX1BP1	12.88331908	0.2	16
TAX1BP3	13.1317908	0.35	20
TBATA	13.16441661	0.57	30
TBC1D1	11.96385458	0.49	48
TBC1D10A	13.34130933	0.2	50
TBC1D10B	14.65400579	0.16	47
TBC1D10C	14.05443927	0.18	51
TBC1D12	12.35042837	0.46	22
TBC1D13	14.38544153	0.16	34
TBC1D14	13.06988833	0.23	58
TBC1D15	12.29777633	0.5	-9
TBC1D16	13.40053436	0.22	21
TBC1D17	14.33027601	0.2	37
TBC1D19	11.66382515	0.67	17
TBC1D2	13.10351689	0.26	52
TBC1D20	13.49553943	0.16	41
TBC1D21	12.79079072	0.44	26
TBC1D22A	12.64486292	0.36	-25
TBC1D22B	13.15476667	0.21	38
TBC1D23	12.84454714	0.26	25
TBC1D24	14.55049618	0.31	49
TBC1D28	13.49998441	0.44	-2
TBC1D29	13.0984702	0.26	28
TBC1D2B	12.98418119	0.25	54
TBC1D30	12.81452883	0.55	18.23
TBC1D31	13.0867735	0.2	27
TBC1D32	11.01148896	0.85	-10
TBC1D3B	13.51391075	0.52	19
TBC1D3C	13.31987071	0.56	12
TBC1D3G	13.10863761	0.56	12
TBC1D4	12.19060869	0.42	17
TBC1D5	11.54625385	0.6	9
TBC1D7	12.46255039	0.51	35
TBC1D8	12.71708025	0.41	17
TBC1D9	11.89211504	0.63	8
TBC1D9B	14.30212484	0.31	34
TBCA	12.43332375	0.57	40
TBCB	13.79354303	0.32	6
TBCC	13.77484793	0.19	36
TBCCD1	13.42493012	0.47	35
TBCD	13.38771395	0.35	14
TBCE	13.18391181	0.18	21
TBCEL	12.6408441	0.67	25
TBCK	12.07940904	0.47	7
TBK1	13.0376178	0.41	-22
TBKBP1	13.99652042	0.18	24
TBL1XR1	11.81567101	0.44	0
TBL2	13.76961949	0.16	48
TBL3	14.37358287	0.18	46
TBP	12.96029376	0.6	-16
TBPL1	11.53761808	0.39	6
TBPL2	13.49979109	0.16	37
TBR1	12.30035502	0.52	10
TBRG1	12.05467401	0.73	9
TBRG4	13.88321593	0.24	53
TBX1	13.49848618	0.21	8
TBX10	14.14557876	0.39	56
TBX15	11.38273705	0.84	-4
TBX18	10.24725455	0.59	-12
TBX19	12.92525787	0.3	20
TBX2	12.58519036	0.41	-9
TBX20	11.94485073	0.79	5
TBX21	13.92729967	0.22	27
TBX3	10.38495645	0.55	-30
TBX4	12.65259972	0.41	-11
TBX5	11.39459228	0.75	-25
TBX6	14.59113686	0.24	62
TBXA2R	14.58749433	0.24	35
TBXAS1	13.09320436	0.62	36
TC2N	12.81647932	0.47	21
TCAIM	12.67438422	0.42	27
TCEA1	12.4987236	0.37	29
TCEA2	13.90367527	0.21	49
TCEA3	13.8650414	0.16	27
TCEANC2	13.00918124	0.2	28
TCERG1	12.84098142	0.45	14
TCERG1L	7.89319887	0.77	-27
TCF12	12.2210647	0.54	27
TCF15	13.33337605	0.23	39
TCF19	15.02864635	0.26	19
TCF20	14.04498364	0.36	43
TCF21	11.53978159	0.38	-4
TCF23	14.00951115	0.24	50
TCF24	12.88347004	0.39	17.51
TCF25	14.00367833	0.22	45
TCF7	13.4508524	0.23	60
TCF7L1	14.68938928	0.3	31
TCF7L2	11.43078222	0.31	12
TCFL5	13.85905173	0.21	48
TCHH	13.17583779	0.29	35
TCHHL1	13.17583779	0.22	35
TCHP	13.74050896	0.32	37
TCIRG1	13.97154461	0.25	63
TCL1A	12.45537895	0.55	30
TCL1B	12.45537895	0.51	30
TCN1	12.72821796	0.49	8
TCN2	13.4911811	0.31	56
TCOF1	13.76379507	0.2	40
TCP1	13.38194994	0.6	22
TCP10	12.44512498	0.66	1
TCP10L2	13.47339332	0.64	34.7
TCP11	13.34663429	0.21	29
TCP11L1	12.93832274	0.19	25
TCP11L2	12.22960361	0.42	18
TCTA	14.27630188	0.2	32
TCTE1	13.85208932	0.22	54
TCTE3	12.36157099	0.43	3
TCTEX1D1	12.72202013	0.6	-16
TCTEX1D2	13.96755588	0.21	36
TCTEX1D4	13.26093679	0.18	43
TCTN1	13.66427828	0.14	32
TCTN2	13.67813177	0.27	40
TCTN3	12.82140962	0.45	31
TDG	13.99005445	0.26	40
TDGF1	12.53273622	0.53	52
TDO2	10.70358149	0.62	-2
TDP1	12.60081042	0.6	12
TDP2	12.94701426	0.37	8
TDRD1	12.53906025	0.46	22
TDRD10	14.40564225	0.33	43
TDRD12	13.10719115	0.43	24.1
TDRD15	12.71224022	0.68	18.19
TDRD3	11.15043364	0.71	16
TDRD5	13.30447658	0.6	-9
TDRD6	11.86203889	0.6	1
TDRD7	13.10084348	0.46	36
TDRD9	13.45104247	0.35	28
TDRKH	13.87611824	0.26	29
TDRP	11.93237894	0.8	-20
TEAD1	12.73387927	0.31	-1
TEAD2	14.59652666	0.3	30
TEAD3	13.43492341	0.27	36
TEAD4	13.13494193	0.3	35
TEC	12.44178488	0.37	42
TECPR1	13.04900097	0.38	26
TECPR2	14.32600933	0.2	37
TECR	13.82426711	0.2	26
TECRL	7.880048201	0.85	-22
TECTA	12.40108418	0.7	17
TECTB	12.04387719	0.49	-5
TEDDM1	12.7651683	0.7	5
TEF	14.15702222	0.17	64
TEFM	13.29486185	0.21	20
TEK	11.66768739	0.38	-28
TEKT1	13.88979766	0.43	14
TEKT2	13.65738198	0.28	27
TEKT3	12.49458437	0.29	-53
TEKT4	12.02996176	0.71	-6
TEKT5	12.36962754	0.16	-1
TELO2	14.0420316	0.21	34
TENM2	11.17665521	0.65	-10
TENM3	12.30893039	0.57	7.9
TENM4	11.26817516	0.71	0
TEP1	12.9380799	0.39	-7
TEPP	13.66024993	0.12	9
TERF1	11.95316552	0.64	20
TERF2	13.99604552	0.12	33
TERF2IP	13.01554179	0.22	18
TERT	13.39679302	0.48	24
TES	13.00673926	0.31	-9
TESC	12.24614876	0.29	16
TESK1	13.99960138	0.25	37
TESK2	13.71261478	0.21	27
TESPA1	12.4161269	0.72	11
TET1	13.62275314	0.18	41
TET2	12.14645002	0.65	24
TET3	13.84501693	0.24	44
TEX10	12.41704644	0.55	12
TEX101	12.78605673	0.18	-39
TEX12	12.87285788	0.18	2
TEX14	13.50893648	0.32	13
TEX15	12.77268107	0.29	11
TEX19	14.77057767	0.17	36
TEX2	14.13229308	0.34	15
TEX22	12.35862325	0.27	11.28
TEX26	12.80118243	0.55	39
TEX261	12.84937548	0.56	27
TEX264	13.54096318	0.46	37
TEX29	12.72292408	0.63	41
TEX30	12.18348956	0.43	24
TEX33	13.49378761	0.47	44
TEX35	12.74025633	0.32	-10
TEX36	13.58246508	0.4	36
TEX37	11.69904812	0.5	2
TEX38	13.02065547	0.27	21.74
TEX9	12.24627365	0.55	13
TF	13.10125822	0.46	26
TFAM	11.93742166	0.33	-7
TFAP2A	12.20454648	0.37	6
TFAP2B	9.743553515	0.85	-14
TFAP2C	12.54556532	0.46	-44
TFAP2D	9.785323194	0.84	-15
TFAP2E	13.86381298	0.39	34
TFAP4	13.75828179	0.14	33
TFB1M	11.66682183	0.4	26
TFB2M	12.87250617	0.41	4
TFCP2	13.18185606	0.17	40
TFCP2L1	12.38911478	0.53	9
TFDP1	13.50056965	0.32	53
TFDP2	13.09952659	0.4	27
TFEB	13.0351418	0.33	49
TFEC	12.37506831	0.47	-14
TFF1	12.6542811	0.4	90
TFF2	12.6542811	0.46	90
TFF3	12.6542811	0.46	90
TFG	12.7530894	0.49	16
TFIP11	11.99949733	0.55	-30
TFPI	10.83328663	0.46	-4
TFPI2	12.33765777	0.48	-12
TFPT	13.50845944	0.32	-53
TFR2	14.44913595	0.24	60
TFRC	13.77377669	0.17	52
TG	12.37759022	0.64	9
TGDS	11.91262063	0.7	14
TGFA	13.48132091	0.42	13
TGFB1	13.99200266	0.21	33
TGFB1I1	13.64005657	0.48	11
TGFB2	11.22733454	0.44	-18
TGFB3	12.33088867	0.54	34
TGFBI	12.72891182	0.26	32
TGFBR1	12.21322203	0.18	30
TGFBR2	11.29000689	0.39	-9
TGFBR3	12.55685979	0.21	1
TGFBR3L	12.80395464	0.27	17.22
TGFBRAP1	12.16277363	0.38	4
TGIF1	13.0055239	0.15	17
TGIF2	13.83480423	0.19	62
TGM1	13.72680393	0.22	38
TGM2	13.24554515	0.14	41
TGM3	13.22809362	0.43	27
TGM4	13.05282035	0.38	31
TGM5	13.62406551	0.33	44
TGM6	13.32356393	0.44	30
TGM7	13.62406551	0.42	44
TGOLN2	13.79116561	0.21	18
TGS1	12.68972644	0.41	17
TH	13.63768448	0.58	38
THADA	12.96896275	0.3	38
THAP1	13.295296	0.45	34
THAP10	12.43160534	0.34	10
THAP11	13.8542273	0.14	49
THAP2	12.46722079	0.37	-11
THAP3	13.35058203	0.2	38
THAP4	14.00895585	0.43	21
THAP5	12.05087392	0.74	6
THAP6	13.04205313	0.49	19
THAP7	13.26611214	0.19	58
THAP8	13.79595662	0.3	19
THAP9	13.56526299	0.33	42
THBD	12.20117065	0.49	-50
THBS1	13.0550327	0.43	-5
THBS2	12.05770604	0.68	-32
THBS3	14.40409912	0.19	32
THBS4	12.7776283	0.69	36
THEG	13.71170661	0.58	-17
THEGL	13.31475043	0.57	28.54
THEM4	13.78165176	0.18	36
THEM5	13.78165176	0.21	36
THEM6	12.96590838	0.3	34
THEMIS	12.16282584	0.58	-9
THEMIS2	13.5975013	0.22	23
THG1L	12.4023875	0.75	31
THNSL1	11.96902031	0.21	-10
THNSL2	12.10600919	0.61	6
THOC1	12.90465752	0.63	-26
THOC3	13.19383531	0.63	37
THOC5	13.47855701	0.2	39
THOC6	14.18259028	0.19	49
THOC7	11.94255622	0.79	-6
THOP1	14.09370501	0.28	26
THPO	14.18501199	0.27	44
THRA	14.26889561	0.2	28
THRAP3	13.51814576	0.17	31
THRB	12.82294605	0.43	-12
THRSP	13.23024511	0.18	38
THSD1	12.85975888	0.34	28
THSD4	12.6534056	0.44	3
THSD7A	11.83628351	0.8	-11
THSD7B	9.384461732	0.73	-16
THTPA	14.03895246	0.5	35
THUMPD1	12.09644191	0.64	14
THUMPD2	11.6728395	0.67	-8
THUMPD3	13.46427508	0.3	32
THY1	13.86855547	0.21	40
THYN1	12.50747269	0.6	21
TIA1	13.41194465	0.14	33
TIAF1	14.2768398	0.22	33
TIAL1	13.62074672	0.22	22
TIAM1	12.25681804	0.79	-24
TIAM2	11.70085626	0.42	27
TICAM1	13.54890873	0.19	52
TICAM2	13.23543672	0.49	27.07
TICRR	13.59806574	0.34	27
TIE1	13.90279956	0.26	30
TIFA	12.11608229	0.33	37
TIFAB	13.34555493	0.41	47
TIGD1	13.11377426	0.19	27.04
TIGD2	11.90227474	0.5	24
TIGD3	15.22961681	0.24	50
TIGD4	12.25097909	0.51	41
TIGD5	14.59643141	0.22	37
TIGD6	13.88333835	0.15	44
TIGD7	14.15028707	0.25	32
TIGIT	12.81945125	0.61	19
TIMD4	11.81411095	0.88	16
TIMELESS	14.8428642	0.18	61
TIMM10	13.73622381	0.2	9
TIMM10B	12.96017145	0.47	23
TIMM13	14.28818375	0.27	35
TIMM17A	13.5304025	0.17	31
TIMM21	11.9209207	0.79	4
TIMM22	14.08277817	0.32	27
TIMM23	12.91074318	0.58	39
TIMM23B	13.34963342	0	30.25
TIMM44	13.77475002	0.27	23
TIMM50	14.15961431	0.22	39
TIMM9	12.58005053	0.5	46
TIMMDC1	12.58005397	0.6	38
TIMP2	13.43234056	0.21	24
TIMP3	12.46665841	0.35	-69
TIMP4	12.76110939	0.24	23
TINAG	10.97191551	0.63	4
TINAGL1	13.87508616	0.19	37
TINF2	13.72680393	0.22	38
TIPARP	12.91887784	0.5	22
TIPIN	13.13331914	0.31	46
TIPRL	13.07199176	0.39	16
TIRAP	12.8632584	0.34	29
TJAP1	14.06100642	0.23	56
TJP1	12.17569075	0.46	-46
TJP2	12.32120328	0.53	24
TJP3	14.5783974	0.21	34
TK1	13.17498809	0.22	27
TK2	13.30472327	0.17	-11
TKT	13.5703246	0.18	54
TKTL2	11.22182422	0.84	-26
TLCD2	13.04505087	0.19	21.23
TLDC1	13.27818865	0.28	14
TLDC2	13.6143523	0.2	47
TLE1	10.51129469	0.61	-33
TLE2	13.91637619	0.2	32
TLE3	12.6117144	0.38	28
TLE4	10.72485203	0.81	-9
TLE6	13.9286544	0.2	35
TLK1	12.99274204	0.36	38
TLK2	12.66627528	0.31	-2
TLL1	11.30655299	0.45	-19
TLL2	13.59103862	0.64	33
TLN1	13.87593469	0.16	43
TLN2	12.66271871	0.53	15
TLR1	12.64439209	0.44	58
TLR10	12.62482245	0.44	42
TLR2	11.87113124	0.45	18
TLR3	12.78020259	0.35	-13
TLR4	10.98126768	0.82	-8
TLR5	12.79927241	0.3	-8
TLR6	12.6635861	0.44	75
TLR9	13.92412906	0.18	52
TLX1	13.05985373	0.22	52
TLX1NB	13.05985373	0.2	52
TLX2	13.83491212	0.32	50
TLX3	12.50414926	0.43	25
TM2D1	12.07192392	0.25	-9
TM2D2	12.95184548	0.2	42
TM2D3	12.6850484	0.41	-9
TM4SF1	13.17876072	0.18	8
TM4SF18	13.17876072	0.25	8
TM4SF19	13.96755588	0.22	36
TM4SF20	12.42193777	0.18	18
TM4SF4	13.23214291	0.16	6
TM4SF5	14.05617335	0.22	28
TM6SF1	12.63940905	0.64	29
TM6SF2	13.75464741	0.2	17
TM7SF2	14.99940075	0.21	46
TM7SF3	12.91963501	0.31	26
TM9SF1	13.78974034	0.22	41
TM9SF2	12.64747745	0.48	69
TM9SF3	13.58026026	0.64	24
TM9SF4	13.86957157	0.26	36
TMA16	11.22553668	0.83	-3
TMA7	14.15299014	0.22	32
TMBIM1	13.5016953	0.25	33
TMBIM4	12.40098132	0.65	5
TMBIM6	14.41902074	0.26	67
TMC1	12.88814118	0.38	10
TMC2	13.56532207	0.46	41
TMC3	12.41062851	0.73	28
TMC4	13.50845944	0.44	-53
TMC5	13.1663994	0.3	13
TMC6	13.17498809	0.26	27
TMC7	13.65415566	0.15	18
TMC8	13.17498809	0.26	27
TMCC1	13.32836403	0.27	40
TMCC2	13.44475842	0.17	34
TMCC3	12.39723831	0.59	26
TMCO1	12.6818502	0.4	-2
TMCO2	13.3498224	0.3	18
TMCO3	13.55183013	0.27	50
TMCO4	13.41266751	0.24	29
TMCO5A	11.43821269	0.82	-59
TMCO6	13.5599342	0.32	31
TMED1	14.5353985	0.21	30
TMED10	13.69294737	0.15	47
TMED2	13.80337826	0.42	47
TMED3	12.46502726	0.67	19
TMED4	14.19573649	0.19	56
TMED5	13.31944874	0.39	10
TMED6	14.0001195	0	20
TMED7	13.25986467	0.5	35.82
TMED8	13.2197641	0.42	50
TMED9	14.09013247	0.3	42
TMEFF1	12.38291254	0.55	-11
TMEFF2	11.14648874	0.58	0
TMEM100	10.98696928	0.58	-58
TMEM101	13.73221808	0.22	29
TMEM102	14.46068734	0.21	33
TMEM104	13.82096167	0.4	19
TMEM105	14.83257579	0.2	24
TMEM106B	11.65067669	0.53	-9
TMEM106C	12.83316816	0.21	47
TMEM107	14.13848134	0.2	37
TMEM108	12.94492189	0.66	10
TMEM109	13.5859716	0.52	47
TMEM11	12.94075756	0.36	-27
TMEM115	13.64563404	0.21	51
TMEM116	13.61270748	0.32	43
TMEM117	11.85083952	0.63	-1
TMEM119	12.98914279	0.4	40
TMEM120B	13.58845813	0.19	43
TMEM121	13.44312571	0.3	41
TMEM123	13.10467994	0.28	16
TMEM125	13.90279956	0.26	30
TMEM126A	12.6937934	0.55	-19
TMEM126B	12.6937934	0.55	-19
TMEM127	13.71552667	0.21	43
TMEM128	11.89228613	0.58	35
TMEM129	13.67325782	0.35	39
TMEM130	13.85490241	0.53	34
TMEM131	12.80005949	0.6	36
TMEM132A	13.59088841	0.51	52
TMEM132B	13.10716852	0.63	-17
TMEM132C	12.7350624	0.79	17.67
TMEM132D	10.37617508	0.77	-33
TMEM132E	12.31398041	0.71	-3
TMEM134	14.14640513	0.16	53
TMEM135	11.97800449	0.42	-7
TMEM136	12.57955849	0.2	28
TMEM138	14.14785213	0.29	57
TMEM139	12.84764755	0.4	14
TMEM140	13.04874482	0.56	20
TMEM141	14.45678586	0.19	39
TMEM143	14.20670769	0.21	36
TMEM144	11.81975554	0.74	-9
TMEM145	13.58260703	0.22	42
TMEM147	13.89398712	0.37	41
TMEM14A	13.18259074	0.4	18
TMEM14B	12.48262805	0.41	14
TMEM14C	12.48262805	0.4	14
TMEM150A	13.96303792	0.17	43
TMEM150B	13.84391141	0.21	19
TMEM150C	13.47696598	0.35	17
TMEM151A	14.57339249	0.24	53
TMEM154	12.01929116	0.49	44
TMEM155	12.69632917	0.44	18
TMEM156	12.98394463	0.15	49
TMEM158	12.91643535	0.25	26.11
TMEM159	12.73082484	0.55	39
TMEM160	13.97708844	0.21	35
TMEM161A	14.04695	0.22	35
TMEM161B	11.47751588	0.86	3
TMEM163	12.47602344	0.67	5
TMEM165	12.36828078	0.24	8
TMEM167A	12.34817532	0.56	8
TMEM167B	13.80537234	0.22	18
TMEM168	11.98531998	0.72	-16
